"PY" "paper"
"2077" 2016 "thelen"
"2078" 2009 "thelen"
"2079" 1996 "thelen"
"2080" 2014 "thelen"
"2081" 2013 "thelen"
"2082" 2014 "thelen"
"2083" 2009 "thelen"
"2084" 2005 "thelen"
"2085" 2000 "thelen"
"2086" 1996 "thelen"
"2087" 2006 "thelen"
"2088" 1999 "thelen"
"2089" 1997 "thelen"
"2090" 1998 "thelen"
"2091" 2005 "thelen"
"2092" 2009 "thelen"
"2093" 2002 "thelen"
"2094" 2015 "thelen"
"2095" 1998 "thelen"
"2096" 2003 "thelen"
"2097" 1998 "thelen"
"2098" 1999 "thelen"
"2099" 2008 "thelen"
"2100" 2010 "thelen"
"2101" 1997 "thelen"
"2102" 2012 "thelen"
"2103" 2009 "thelen"
"2104" 2012 "thelen"
"2105" 1998 "thelen"
"2106" 2015 "thelen"
"2107" 2009 "thelen"
"2108" 2002 "thelen"
"2109" 2012 "thelen"
"2110" 2012 "thelen"
"2111" 2012 "thelen"
"2112" 2015 "thelen"
"2113" 2011 "thelen"
"2114" 2014 "thelen"
"2115" 2002 "thelen"
"2116" 2016 "thelen"
"2117" 2015 "thelen"
"2118" 2016 "thelen"
"2119" 2016 "thelen"
"2120" 2008 "thelen"
"2121" 2013 "thelen"
"2122" 1997 "thelen"
"2123" 2000 "thelen"
"2124" 2014 "thelen"
"2125" 2015 "thelen"
"2126" 2006 "thelen"
"2127" 2009 "thelen"
"2128" 1998 "thelen"
"2129" 2010 "thelen"
"2130" 2001 "thelen"
"2131" 2012 "thelen"
"2132" 2015 "thelen"
"2133" 2006 "thelen"
"2134" 1999 "thelen"
"2135" 1996 "thelen"
"2136" 2002 "thelen"
"2137" 2010 "thelen"
"2138" 2014 "thelen"
"2139" 2015 "thelen"
"2140" 2015 "thelen"
"2141" 1997 "thelen"
"2142" 2012 "thelen"
"2143" 2011 "thelen"
"2144" 2002 "thelen"
"2145" 1999 "thelen"
"2146" 2003 "thelen"
"2147" 2000 "thelen"
"2148" 2006 "thelen"
"2149" 2002 "thelen"
"2150" 2005 "thelen"
"2151" 1997 "thelen"
"2152" 2011 "thelen"
"2153" 2013 "thelen"
"2154" 2004 "thelen"
"2155" 2001 "thelen"
"2156" 2002 "thelen"
"2157" 2014 "thelen"
"2158" 2016 "thelen"
"2159" 2005 "thelen"
"2160" 2004 "thelen"
"2161" 2015 "thelen"
"2162" 1997 "thelen"
"2163" 2011 "thelen"
"2164" 2012 "thelen"
"2165" 2014 "thelen"
"2166" 2003 "thelen"
"2167" 2000 "thelen"
"2168" 2015 "thelen"
"2169" 1998 "thelen"
"2170" 2011 "thelen"
"2171" 1999 "thelen"
"2172" 2015 "thelen"
"2173" 2007 "thelen"
"2174" 2003 "thelen"
"2175" 1995 "thelen"
"2176" 1997 "thelen"
"2177" 2006 "thelen"
"2178" 2012 "thelen"
"2179" 2012 "thelen"
"2180" 1998 "thelen"
"2181" 2001 "thelen"
"2182" 2007 "thelen"
"2183" 1998 "thelen"
"2184" 2002 "thelen"
"2185" 2002 "thelen"
"2186" 2013 "thelen"
"2187" 2005 "thelen"
"2188" 1997 "thelen"
"2189" 2005 "thelen"
"2190" 2006 "thelen"
"2191" 1998 "thelen"
"2192" 2013 "thelen"
"2193" 2002 "thelen"
"2194" 2006 "thelen"
"2195" 2010 "thelen"
"2196" 2016 "thelen"
"2197" 2009 "thelen"
"2198" 2015 "thelen"
"2199" 2006 "thelen"
"2200" 2000 "thelen"
"2201" 2011 "thelen"
"2202" 1997 "thelen"
"2203" 2015 "thelen"
"2204" 2008 "thelen"
"2205" 2002 "thelen"
"2206" 2015 "thelen"
"2207" 1999 "thelen"
"2208" 2009 "thelen"
"2209" 2005 "thelen"
"2210" 1999 "thelen"
"2211" 2016 "thelen"
"2212" 2005 "thelen"
"2213" 2015 "thelen"
"2214" 2011 "thelen"
"2215" 2012 "thelen"
"2216" 2011 "thelen"
"2217" 1998 "thelen"
"2218" 2001 "thelen"
"2219" 2011 "thelen"
"2220" 2010 "thelen"
"2221" 2010 "thelen"
"2222" 2007 "thelen"
"2223" 2014 "thelen"
"2224" 2001 "thelen"
"2225" 2006 "thelen"
"2226" 2002 "thelen"
"2227" 2005 "thelen"
"2228" 1998 "thelen"
"2229" 2001 "thelen"
"2230" 2003 "thelen"
"2231" 2006 "thelen"
"2232" 2005 "thelen"
"2233" 1998 "thelen"
"2234" 2012 "thelen"
"2235" 1999 "thelen"
"2236" 2008 "thelen"
"2237" 2006 "thelen"
"2238" 2007 "thelen"
"2239" 2000 "thelen"
"2240" 2002 "thelen"
"2241" 1993 "turvey"
"2242" 2014 "turvey"
"2243" 2005 "turvey"
"2244" 2001 "turvey"
"2245" 2016 "turvey"
"2246" 2007 "turvey"
"2247" 1994 "turvey"
"2248" 2011 "turvey"
"2249" 1998 "turvey"
"2250" 2015 "turvey"
"2251" 2007 "turvey"
"2252" 2001 "turvey"
"2253" 2000 "turvey"
"2254" 2010 "turvey"
"2255" 1997 "turvey"
"2256" 2012 "turvey"
"2257" 1995 "turvey"
"2258" 1991 "turvey"
"2259" 2007 "turvey"
"2260" 2013 "turvey"
"2261" 2011 "turvey"
"2262" 1999 "turvey"
"2263" 1994 "turvey"
"2264" 2009 "turvey"
"2265" 2011 "turvey"
"2266" 2011 "turvey"
"2267" 2012 "turvey"
"2268" 2014 "turvey"
"2269" 2003 "turvey"
"2270" 2013 "turvey"
"2271" 1999 "turvey"
"2272" 1992 "turvey"
"2273" 1998 "turvey"
"2274" 1998 "turvey"
"2275" 1994 "turvey"
"2276" 2012 "turvey"
"2277" 2003 "turvey"
"2278" 2012 "turvey"
"2279" 1994 "turvey"
"2280" 2002 "turvey"
"2281" 2015 "turvey"
"2282" 2015 "turvey"
"2283" 1993 "turvey"
"2284" 2000 "turvey"
"2285" 1998 "turvey"
"2286" 2006 "turvey"
"2287" 2016 "turvey"
"2288" 2000 "turvey"
"2289" 2000 "turvey"
"2290" 1997 "turvey"
"2291" 2012 "turvey"
"2292" 2007 "turvey"
"2293" 2007 "turvey"
"2294" 1999 "turvey"
"2295" 2000 "turvey"
"2296" 2016 "turvey"
"2297" 2010 "turvey"
"2298" 2002 "turvey"
"2299" 2012 "turvey"
"2300" 2005 "turvey"
"2301" 2007 "turvey"
"2302" 2005 "turvey"
"2303" 2014 "turvey"
"2304" 2012 "turvey"
"2305" 1998 "turvey"
"2306" 2007 "turvey"
"2307" 2010 "turvey"
"2308" 2015 "turvey"
"2309" 2006 "turvey"
"2310" 2008 "turvey"
"2311" 2006 "turvey"
"2312" 2011 "turvey"
"2313" 2016 "turvey"
"2314" 1992 "turvey"
"2315" 1999 "turvey"
"2316" 2008 "turvey"
"2317" 2000 "turvey"
"2318" 1992 "turvey"
"2319" 1999 "turvey"
"2320" 2009 "turvey"
"2321" 2016 "turvey"
"2322" 2007 "turvey"
"2323" 2001 "turvey"
"2324" 2002 "turvey"
"2325" 1998 "turvey"
"2326" 2008 "turvey"
"2327" 1996 "turvey"
"2328" 2011 "turvey"
"2329" 2006 "turvey"
"2330" 1998 "turvey"
"2331" 1998 "turvey"
"2332" 2002 "turvey"
"2333" 2008 "turvey"
"2334" 1999 "turvey"
"2335" 2009 "turvey"
"2336" 2003 "turvey"
"2337" 2011 "turvey"
"2338" 1993 "turvey"
"2339" 2002 "turvey"
"2340" 2014 "turvey"
"2341" 2016 "turvey"
"2342" 2005 "turvey"
"2343" 2013 "turvey"
"2344" 2007 "turvey"
"2345" 1996 "turvey"
"2346" 1993 "turvey"
"2347" 2008 "turvey"
"2348" 1995 "turvey"
"2349" 1995 "turvey"
"2350" 2002 "turvey"
"2351" 2012 "turvey"
"2352" 1997 "turvey"
"2353" 2014 "turvey"
"2354" 2013 "turvey"
"2355" 2012 "turvey"
"2356" 2006 "turvey"
"2357" 1994 "turvey"
"2358" 2012 "turvey"
"2359" 2001 "turvey"
"2360" 2003 "turvey"
"2361" 1995 "turvey"
"2362" 1991 "turvey"
"2363" 1996 "turvey"
"2364" 2009 "turvey"
"2365" 2011 "turvey"
"2366" 1997 "turvey"
"2367" 2009 "turvey"
"2368" 1996 "turvey"
"2369" 2007 "turvey"
"2370" 1999 "turvey"
"2371" 2015 "turvey"
"2372" 2005 "turvey"
"2373" 2000 "turvey"
"2374" 2006 "turvey"
"2375" 2001 "turvey"
"2376" 2012 "turvey"
"2377" 1997 "turvey"
"2378" 2011 "turvey"
"2379" 1991 "turvey"
"2380" 1999 "turvey"
"2381" 2000 "turvey"
"2382" 2001 "turvey"
"2383" 2010 "turvey"
"2384" 2014 "turvey"
"2385" 2000 "turvey"
"2386" 2003 "turvey"
"2387" 2014 "turvey"
"2388" 2015 "turvey"
"2389" 2015 "turvey"
"2390" 1996 "turvey"
"2391" 2004 "turvey"
"2392" 2007 "turvey"
"2393" 2000 "turvey"
"2394" 2002 "turvey"
"2395" 2016 "turvey"
"2396" 1997 "turvey"
"2397" 1992 "turvey"
"2398" 2003 "turvey"
"2399" 2008 "turvey"
"2400" 1997 "turvey"
"2401" 2013 "turvey"
"2402" 2001 "turvey"
"2403" 2005 "turvey"
"2404" 1996 "turvey"
"2405" 2016 "turvey"
"2406" 1999 "turvey"
"2407" 2012 "turvey"
"2408" 2000 "turvey"
"2409" 1997 "turvey"
"2410" 2009 "turvey"
"2411" 2003 "turvey"
"2412" 2005 "turvey"
"2413" 2016 "turvey"
"2414" 2003 "turvey"
"2415" 2007 "turvey"
"2416" 2014 "turvey"
"2417" 1993 "turvey"
"2418" 2005 "turvey"
"2419" 2002 "turvey"
"2420" 1996 "turvey"
"2421" 2004 "turvey"
"2422" 2011 "turvey"
"2423" 1997 "turvey"
"2424" 1994 "turvey"
"2425" 2014 "turvey"
"2426" 1994 "turvey"
"2427" 2004 "turvey"
"2428" 2008 "turvey"
"2429" 2007 "turvey"
"2430" 1996 "turvey"
"2431" 2004 "turvey"
"2432" 2003 "turvey"
"2433" 2000 "turvey"
"2434" 1997 "turvey"
"2435" 1997 "turvey"
"2436" 2000 "turvey"
"2437" 2008 "turvey"
"2438" 2015 "turvey"
"2439" 2004 "turvey"
"2440" 2002 "turvey"
"2441" 2013 "turvey"
"2442" 1994 "turvey"
"2443" 2010 "turvey"
"2444" 1993 "turvey"
"2445" 2008 "turvey"
"2446" 2013 "turvey"
"2447" 1993 "turvey"
"2448" 2002 "turvey"
"2449" 1996 "turvey"
"2450" 2003 "turvey"
"2451" 2009 "turvey"
"2452" 2008 "turvey"
"2453" 2013 "turvey"
"2454" 2012 "turvey"
"2455" 1994 "turvey"
"2456" 1995 "turvey"
"2457" 1999 "turvey"
"2458" 2014 "turvey"
"2459" 2005 "turvey"
"2460" 2006 "turvey"
"2461" 2004 "turvey"
"2462" 2007 "turvey"
"2463" 1998 "turvey"
"2464" 2006 "turvey"
"2465" 1999 "turvey"
"2466" 2006 "turvey"
"2467" 1992 "turvey"
"2468" 1993 "turvey"
"2469" 2000 "turvey"
"2470" 2013 "turvey"
"2471" 1993 "turvey"
"2472" 2015 "turvey"
"2473" 2016 "turvey"
"2474" 1997 "turvey"
"2475" 2016 "turvey"
"2476" 2006 "turvey"
"2477" 2016 "turvey"
"2478" 2001 "turvey"
"2479" 2014 "turvey"
"2480" 2015 "turvey"
"2481" 2012 "turvey"
"2482" 2008 "turvey"
"2483" 1991 "turvey"
"2484" 2010 "turvey"
"2485" 2016 "turvey"
"2486" 2011 "turvey"
"2487" 2006 "turvey"
"2488" 2007 "turvey"
"2489" 2016 "turvey"
"2490" 2002 "turvey"
"2491" 2015 "turvey"
"2492" 1997 "turvey"
"2493" 2001 "turvey"
"2494" 1999 "turvey"
"2495" 2012 "turvey"
"2496" 1992 "turvey"
"2497" 2013 "turvey"
"2498" 1995 "turvey"
"2499" 2007 "turvey"
"2500" 2012 "turvey"
"2501" 2009 "turvey"
"2502" 1998 "turvey"
"2503" 2004 "turvey"
"2504" 2013 "turvey"
"2505" 2011 "turvey"
"2506" 2005 "turvey"
"2507" 2016 "turvey"
"2508" 1998 "turvey"
"2509" 2004 "turvey"
"2510" 2006 "turvey"
"2511" 1999 "turvey"
"2512" 2007 "turvey"
"2513" 2007 "turvey"
"2514" 2009 "turvey"
"2515" 2007 "turvey"
"2516" 1992 "turvey"
"2517" 2008 "turvey"
"2518" 2014 "turvey"
"2519" 2011 "turvey"
"2520" 1990 "turvey"
"2521" 1997 "turvey"
"2522" 2003 "turvey"
"2523" 2012 "turvey"
"2524" 2008 "turvey"
"2525" 2011 "turvey"
"2526" 1994 "turvey"
"2527" 2014 "turvey"
"2528" 2014 "turvey"
"2529" 1992 "turvey"
"2530" 2006 "turvey"
"2531" 2014 "turvey"
"2532" 2005 "turvey"
"2533" 2000 "turvey"
"2534" 1996 "turvey"
"2535" 1998 "turvey"
"2536" 2002 "turvey"
"2537" 2015 "turvey"
"2538" 1995 "turvey"
"2539" 2006 "turvey"
"2540" 1998 "turvey"
"2541" 2008 "turvey"
"2542" 2003 "turvey"
"2543" 2013 "turvey"
"2544" 2002 "turvey"
"2545" 2011 "turvey"
"2546" 2016 "turvey"
"2547" 1992 "turvey"
"2548" 1997 "turvey"
"2549" 2002 "turvey"
"2550" 2014 "turvey"
"2551" 2013 "turvey"
"2552" 1999 "turvey"
"2553" 2001 "turvey"
"2554" 2001 "turvey"
"2555" 1999 "turvey"
"2556" 2002 "turvey"
"2557" 2014 "turvey"
"2558" 2013 "turvey"
"2559" 2000 "turvey"
"2560" 1994 "turvey"
"2561" 2004 "turvey"
"2562" 2001 "turvey"
"2563" 2016 "turvey"
"2564" 2008 "turvey"
"2565" 2014 "turvey"
"2566" 1995 "turvey"
"2567" 2013 "turvey"
"2568" 2014 "turvey"
"2569" 2016 "turvey"
"2570" 2009 "turvey"
"2571" 2000 "turvey"
"2572" 2014 "turvey"
"2573" 2009 "turvey"
"2574" 2002 "turvey"
"2575" 2000 "turvey"
"2576" 2001 "turvey"
"2577" 2007 "turvey"
"2578" 2002 "turvey"
"2579" 2001 "turvey"
"2580" 1996 "turvey"
"2581" 2006 "turvey"
"2582" 2012 "turvey"
"2583" 2006 "turvey"
"2584" 2005 "turvey"
"2585" 1999 "turvey"
"2586" 2008 "turvey"
"2587" 2000 "turvey"
"2588" 2011 "turvey"
"2589" 1996 "turvey"
"2590" 1996 "turvey"
"2591" 1997 "turvey"
"2592" 2004 "turvey"
"2593" 2004 "turvey"
"2594" 1997 "turvey"
"2595" 2000 "turvey"
"2596" 1995 "turvey"
"2597" 2013 "turvey"
"2598" 2004 "turvey"
"2599" 2000 "turvey"
"2600" 1998 "turvey"
"2601" 2016 "turvey"
"2602" 1992 "turvey"
"2603" 2015 "turvey"
"2604" 2006 "turvey"
"2605" 2000 "turvey"
"2606" 1998 "turvey"
"2607" 1993 "turvey"
"2608" 2000 "turvey"
"2609" 1999 "turvey"
"2610" 1996 "turvey"
"2611" 1996 "turvey"
"2612" 2016 "turvey"
"2613" 2008 "turvey"
"2614" 2015 "turvey"
"2615" 2016 "turvey"
"2616" 2006 "turvey"
"2617" 2002 "turvey"
"2618" 2007 "turvey"
"2619" 2014 "turvey"
"2620" 2000 "turvey"
"2621" 2013 "turvey"
"2622" 2013 "turvey"
"2623" 1998 "turvey"
"2624" 2002 "turvey"
"2625" 2006 "turvey"
"2626" 2013 "turvey"
"2627" 2009 "turvey"
"2628" 2003 "turvey"
"2629" 2002 "turvey"
"2630" 1995 "turvey"
"2631" 2004 "turvey"
"2632" 2009 "turvey"
"2633" 1994 "turvey"
"2634" 2013 "turvey"
"2635" 1992 "turvey"
"2636" 2013 "turvey"
"2637" 2007 "turvey"
"2638" 2008 "turvey"
"2639" 2007 "turvey"
"2640" 2015 "turvey"
"2641" 2008 "turvey"
"2642" 2009 "turvey"
"2643" 2001 "turvey"
"2644" 1992 "turvey"
"2645" 2015 "turvey"
"2646" 2005 "turvey"
"2647" 2005 "turvey"
"2648" 2003 "turvey"
"2649" 2015 "turvey"
"2650" 2002 "turvey"
"2651" 2009 "turvey"
"2652" 2008 "turvey"
"2653" 2002 "turvey"
"2654" 2006 "turvey"
"2655" 1996 "turvey"
"2656" 2016 "turvey"
"2657" 1995 "turvey"
"2658" 1999 "turvey"
"2659" 2007 "turvey"
"2660" 1998 "turvey"
"2661" 2016 "turvey"
"2662" 2007 "turvey"
"2663" 2000 "turvey"
"2664" 2012 "turvey"
"2665" 1997 "turvey"
"2666" 2014 "turvey"
"2667" 2009 "turvey"
"2668" 2014 "turvey"
"2669" 1998 "turvey"
"2670" 1998 "turvey"
"2671" 2011 "turvey"
"2672" 2000 "turvey"
"2673" 2014 "turvey"
"2674" 2007 "turvey"
"2675" 1992 "turvey"
"2676" 2005 "turvey"
"2677" 2003 "turvey"
"2678" 2006 "turvey"
"2679" 1999 "turvey"
"2680" 1994 "turvey"
"2681" 2014 "turvey"
"2682" 1999 "turvey"
"2683" 2012 "turvey"
"2684" 1996 "turvey"
"2685" 1999 "turvey"
"2686" 2016 "turvey"
"2687" 1994 "turvey"
"2688" 2006 "turvey"
"2689" 1997 "turvey"
"2690" 2014 "turvey"
"2691" 2016 "turvey"
"2692" 2016 "turvey"
"2693" 2012 "turvey"
"2694" 1992 "turvey"
"2695" 1994 "turvey"
"2696" 2012 "turvey"
"2697" 1994 "turvey"
"2698" 2014 "turvey"
"2699" 2007 "turvey"
"2700" 1999 "turvey"
"2701" 2002 "turvey"
"2702" 2005 "turvey"
"2703" 2001 "turvey"
"2704" 2013 "turvey"
"2705" 2009 "turvey"
"2706" 2013 "turvey"
"2707" 1994 "turvey"
"2708" 2002 "turvey"
"2709" 2007 "turvey"
"2710" 1995 "turvey"
"2711" 2006 "turvey"
"2712" 2008 "turvey"
"2713" 2014 "turvey"
"2714" 2006 "turvey"
"2715" 2011 "turvey"
"2716" 2013 "turvey"
"2717" 2015 "turvey"
"2718" 2012 "turvey"
"2719" 2004 "turvey"
"2720" 2011 "turvey"
"2721" 1994 "turvey"
"2722" 2000 "turvey"
"2723" 1999 "turvey"
"2724" 1993 "turvey"
"2725" 2016 "turvey"
"2726" 1997 "turvey"
"2727" 2009 "turvey"
"2728" 2002 "turvey"
"2729" 1997 "turvey"
"2730" 2008 "turvey"
"2731" 2002 "turvey"
"2732" 2007 "turvey"
"2733" 2011 "turvey"
"2734" 2014 "turvey"
"2735" 2010 "turvey"
"2736" 1995 "turvey"
"2737" 2011 "turvey"
"2738" 2000 "turvey"
"2739" 2007 "turvey"
"2740" 2000 "turvey"
"2741" 2007 "turvey"
"2742" 2010 "turvey"
"2743" 2008 "turvey"
"2744" 2006 "turvey"
"2745" 2007 "turvey"
"2746" 2011 "turvey"
"2747" 2009 "turvey"
"2748" 2008 "turvey"
"2749" 2010 "turvey"
"2750" 2013 "turvey"
"2751" 2003 "turvey"
"2752" 1992 "turvey"
"2753" 1993 "turvey"
"2754" 2000 "turvey"
"2755" 1999 "turvey"
"2756" 2015 "turvey"
"2757" 2007 "turvey"
"2758" 1999 "turvey"
"2759" 2012 "turvey"
"2760" 2000 "turvey"
"2761" 2007 "turvey"
"2762" 2014 "turvey"
"2763" 1997 "turvey"
"2764" 2012 "turvey"
"2765" 2012 "turvey"
"2766" 2006 "turvey"
"2767" 2012 "turvey"
"2768" 2000 "turvey"
"2769" 2002 "turvey"
"2770" 2008 "turvey"
"2771" 2015 "turvey"
"2772" 2015 "turvey"
"2773" 2005 "turvey"
"2774" 1998 "turvey"
"2775" 2016 "turvey"
"2776" 2000 "turvey"
"2777" 1998 "turvey"
"2778" 1996 "turvey"
"2779" 2005 "turvey"
"2780" 2011 "turvey"
"2781" 2002 "turvey"
"2782" 2016 "turvey"
"2783" 2013 "turvey"
"2784" 2010 "turvey"
"2785" 1997 "turvey"
"2786" 2012 "turvey"
"2787" 2009 "turvey"
"2788" 2006 "turvey"
"2789" 1998 "turvey"
"2790" 2012 "turvey"
"2791" 2001 "turvey"
"2792" 2005 "turvey"
"2793" 2007 "turvey"
"2794" 2009 "turvey"
"2795" 2009 "turvey"
"2796" 1993 "turvey"
"2797" 2009 "turvey"
"2798" 1997 "turvey"
"2799" 2010 "turvey"
"2800" 2009 "turvey"
"2801" 2001 "turvey"
